Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,10,Western New York Region, 25-1071,"Health Specialties Teachers, Postsecondary",1310,$89040,$78540,$46330,$110400
10,10,Western New York Region, 25-1072,"Nursing Instructors and Teachers, Postsecondary",330,$69030,$70490,$38980,$84050
10,10,Western New York Region, 25-1081,"Education Teachers, Postsecondary",1020,$58350,$48430,$35400,$69830
10,10,Western New York Region, 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",170,$66440,$61610,$40410,$79460
10,10,Western New York Region, 25-1112,"Law Teachers, Postsecondary",140,$98270,$88430,$37640,$128580
10,10,Western New York Region, 25-1113,"Social Work Teachers, Postsecondary",120,$57650,$40260,$35880,$68540
10,10,Western New York Region, 25-1121,"Art, Drama, and Music Teachers, Postsecondary",630,$62190,$57040,$36530,$75020
10,10,Western New York Region, 25-1122,"Communications Teachers, Postsecondary",190,$57630,$53010,$35220,$68840
10,10,Western New York Region, 25-1123,"English Language and Literature Teachers, Postsecondary",570,$66140,$59900,$37120,$80640
10,10,Western New York Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",160,$67620,$63880,$37000,$82930
10,10,Western New York Region, 25-1125,"History Teachers, Postsecondary",180,$68970,$66730,$40090,$83410
10,10,Western New York Region, 25-1126,"Philosophy and Religion Teachers, Postsecondary",n/a,$76630,$69640,$40690,$94590
10,10,Western New York Region, 25-1191,Graduate Teaching Assistants,580,$25180,$21390,$20180,$28010
10,10,Western New York Region, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",120,$61780,$57220,$38700,$73320
10,10,Western New York Region, 25-1194,"Vocational Education Teachers, Postsecondary",620,$71850,$77070,$38070,$88750
10,10,Western New York Region, 25-1199,"Postsecondary Teachers, All Other",220,$66300,$58580,$36800,$81050
10,10,Western New York Region, 25-2011,"Preschool Teachers, Except Special Education",2500,$28270,$23710,$20440,$32180
10,10,Western New York Region, 25-2012,"Kindergarten Teachers, Except Special Education",750,$63630,$59970,$37730,$76570
10,10,Western New York Region, 25-2021,"Elementary School Teachers, Except Special Education",6280,$65170,$62360,$42280,$76620
10,10,Western New York Region, 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2820,$61570,$60600,$38650,$73030
10,10,Western New York Region, 25-2023,"Career/Technical  Education Teachers, Middle School",260,$63210,$61690,$49270,$70170
10,10,Western New York Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5510,$67840,$64170,$46190,$78660
10,10,Western New York Region, 25-2032,"Career/Technical Education Teachers, Secondary School",610,$63520,$60590,$46420,$72060
10,10,Western New York Region, 25-2051,"Special Education Teachers, Preschool",370,$50320,$46760,$31090,$59940
10,10,Western New York Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",1510,$61730,$57130,$42100,$71550
10,10,Western New York Region, 25-2053,"Special Education Teachers, Middle School",670,$65420,$62260,$46330,$74960
10,10,Western New York Region, 25-2054,"Special Education Teachers, Secondary School",1180,$63480,$60300,$44140,$73150
10,10,Western New York Region, 25-2059,"Special Education Teachers, All Other",140,$50210,$46920,$41370,$54630
10,10,Western New York Region, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,290,$62130,$64500,$45640,$70370
10,10,Western New York Region, 25-3021,Self-Enrichment Education Teachers,1550,$43300,$38960,$25420,$52250
10,10,Western New York Region, 25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",570,$41540,$38210,$25020,$49800
10,10,Western New York Region, 25-3098,Substitute teachers,3450,$30790,$29800,$24730,$33820
10,10,Western New York Region, 25-4011,Archivists,n/a,$44230,$42020,$28800,$51940
10,10,Western New York Region, 25-4012,Curators,50,$44250,$31160,$21560,$55600
10,10,Western New York Region, 25-4013,Museum Technicians and Conservators,70,$34900,$33710,$22360,$41170
10,10,Western New York Region, 25-4021,Librarians,840,$55040,$53250,$34390,$65360
10,10,Western New York Region, 25-4031,Library Technicians,600,$24450,$20180,$20180,$26910
10,10,Western New York Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,60,$53700,$50010,$37700,$61710
10,10,Western New York Region, 25-9031,Instructional Coordinators,650,$63080,$58720,$36500,$76360
10,10,Western New York Region, 25-9041,Teacher Assistants,9050,$24780,$22590,$20180,$27360
10,10,Western New York Region, 25-9099,"Education, Training, and Library Workers, All Other",n/a,$34230,$28630,$21930,$40380
10,10,Western New York Region, 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",6310,$50780,$41600,$24810,$63770
10,10,Western New York Region, 27-1011,Art Directors,130,$63760,$53050,$30810,$80230
10,10,Western New York Region, 27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",n/a,$43130,$36900,$25360,$52020
10,10,Western New York Region, 27-1019,"Artists and Related Workers, All Other",n/a,$52830,$52320,$36960,$60760
10,10,Western New York Region, 27-1021,Commercial and Industrial Designers,110,$57710,$51850,$35470,$68830
10,10,Western New York Region, 27-1022,Fashion Designers,n/a,$72730,$57710,$41580,$88310
10,10,Western New York Region, 27-1023,Floral Designers,280,$28480,$27630,$22390,$31530
10,10,Western New York Region, 27-1024,Graphic Designers,860,$43740,$41350,$26880,$52170
10,10,Western New York Region, 27-1025,Interior Designers,160,$42290,$39500,$31300,$47780
10,10,Western New York Region, 27-1026,Merchandise Displayers and Window Trimmers,160,$32220,$25380,$20180,$38260
10,10,Western New York Region, 27-1027,Set and Exhibit Designers,60,$40570,$42900,$31180,$45260
10,10,Western New York Region, 27-2012,Producers and Directors,240,$72270,$54780,$34030,$91390
10,10,Western New York Region, 27-2022,Coaches and Scouts,860,$47130,$36980,$23310,$59030
10,10,Western New York Region, 27-2023,"Umpires, Referees, and Other Sports Officials",n/a,$35850,$37580,$24730,$41410
10,10,Western New York Region, 27-2041,Music Directors and Composers,210,$39390,$35930,$20180,$49320
10,10,Western New York Region, 27-3011,Radio and Television Announcers,140,$57600,$40700,$23890,$74460
10,10,Western New York Region, 27-3031,Public Relations Specialists,690,$52370,$49390,$31720,$62690
10,10,Western New York Region, 27-3041,Editors,310,$64800,$67600,$33060,$80660
10,10,Western New York Region, 27-3042,Technical Writers,130,$56500,$57740,$33130,$68180
10,10,Western New York Region, 27-3043,Writers and Authors,110,$60680,$60580,$29000,$76520
10,10,Western New York Region, 27-3091,Interpreters and Translators,n/a,$42690,$31230,$26910,$50580
10,10,Western New York Region, 27-4011,Audio and Video Equipment Technicians,430,$46770,$46710,$25390,$57460
10,10,Western New York Region, 27-4012,Broadcast Technicians,180,$44890,$33930,$22670,$55990
10,10,Western New York Region, 27-4014,Sound Engineering Technicians,n/a,$56050,$50370,$21600,$73280
10,10,Western New York Region, 27-4021,Photographers,100,$47470,$38460,$28200,$57110
10,10,Western New York Region, 27-4031,"Camera Operators, Television, Video, and Motion Picture",n/a,$55680,$38990,$29200,$68920
10,10,Western New York Region, 29-0000,Healthcare Practitioners and Technical Occupations,40150,$75460,$62020,$37900,$94240
10,10,Western New York Region, 29-1011,Chiropractors,170,$70640,$61420,$50840,$80550
10,10,Western New York Region, 29-1021,"Dentists, General",250,$199490,$193250,$116110,$241170
10,10,Western New York Region, 29-1022,Oral and Maxillofacial Surgeons,n/a,$229090,,$126460,$280400
10,10,Western New York Region, 29-1031,Dietitians and Nutritionists,320,$59850,$60830,$45120,$67210
10,10,Western New York Region, 29-1041,Optometrists,130,$116630,$118300,$79800,$135050
10,10,Western New York Region, 29-1051,Pharmacists,1700,$123900,$123160,$94830,$138440
10,10,Western New York Region, 29-1061,Anesthesiologists,270,$258850,,,
10,10,Western New York Region, 29-1062,Family and General Practitioners,270,$156940,$95400,$59390,$205720
10,10,Western New York Region, 29-1064,Obstetricians and Gynecologists,80,$101700,$50570,$45860,$129620
10,10,Western New York Region, 29-1065,"Pediatricians, General",180,$102040,$51640,$45860,$130130
10,10,Western New York Region, 29-1066,Psychiatrists,120,$177210,$164170,$72810,$229410
10,10,Western New York Region, 29-1067,Surgeons,140,$181980,$160400,$58390,$243780
10,10,Western New York Region, 29-1069,"Physicians and Surgeons, All Other",1610,$201920,$204660,$76070,$264840
10,10,Western New York Region, 29-1071,Physician Assistants,690,$104260,$98320,$84110,$114340
10,10,Western New York Region, 29-1081,Podiatrists,60,$143000,$117300,$90070,$169460
10,10,Western New York Region, 29-1122,Occupational Therapists,720,$68370,$68360,$47560,$78780
10,10,Western New York Region, 29-1123,Physical Therapists,1180,$75280,$73860,$54210,$85820
10,10,Western New York Region, 29-1124,Radiation Therapists,190,$65450,$61030,$51960,$72200
10,10,Western New York Region, 29-1125,Recreational Therapists,80,$54050,$55670,$38370,$61890
10,10,Western New York Region, 29-1126,Respiratory Therapists,540,$60720,$59620,$48050,$67060
10,10,Western New York Region, 29-1127,Speech-Language Pathologists,1270,$76920,$70290,$46590,$92090
10,10,Western New York Region, 29-1129,"Therapists, All Other",n/a,$59230,$56000,$38860,$69410
10,10,Western New York Region, 29-1131,Veterinarians,210,$139530,$96690,$56270,$181170
10,10,Western New York Region, 29-1141,Registered Nurses,13480,$70850,$70530,$52390,$80080
10,10,Western New York Region, 29-1151,Nurse Anesthetists,n/a,$192290,$173710,$147710,$214580
10,10,Western New York Region, 29-1161,Nurse Midwives,50,$101120,$100810,$88840,$107260
10,10,Western New York Region, 29-1171,Nurse Practitioners,820,$103470,$98690,$78760,$115820
10,10,Western New York Region, 29-1181,Audiologists,100,$68160,$65990,$53570,$75450
10,10,Western New York Region, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",50,$66460,$59870,$48820,$75290
10,10,Western New York Region, 29-2011,Medical and Clinical Laboratory Technologists,420,$60570,$59340,$48970,$66370
10,10,Western New York Region, 29-2012,Medical and Clinical Laboratory Technicians,400,$44400,$44210,$31020,$51090
10,10,Western New York Region, 29-2021,Dental Hygienists,1230,$56710,$57940,$48800,$60670
10,10,Western New York Region, 29-2031,Cardiovascular Technologists and Technicians,230,$53260,$53440,$35320,$62230
10,10,Western New York Region, 29-2032,Diagnostic Medical Sonographers,270,$67530,$67620,$56100,$73250
10,10,Western New York Region, 29-2033,Nuclear Medicine Technologists,110,$72220,$72450,$60400,$78130
10,10,Western New York Region, 29-2034,Radiologic Technologists and Technicians,1070,$56320,$56590,$42120,$63420
10,10,Western New York Region, 29-2035,Magnetic Resonance Imaging Technologists,120,$61140,$60630,$50940,$66240
10,10,Western New York Region, 29-2041,Emergency Medical Technicians and Paramedics,780,$32460,$30270,$22810,$37290
10,10,Western New York Region, 29-2051,Dietetic Technicians,70,$37420,$37700,$24950,$43650
10,10,Western New York Region, 29-2052,Pharmacy Technicians,1800,$29710,$28520,$22190,$33480
10,10,Western New York Region, 29-2053,Psychiatric Technicians,50,$32430,$30760,$27510,$34900
10,10,Western New York Region, 29-2054,Respiratory Therapy Technicians,n/a,$46970,$47010,$38690,$51110
10,10,Western New York Region, 29-2055,Surgical Technologists,460,$50830,$52510,$40260,$56120
10,10,Western New York Region, 29-2056,Veterinary Technologists and Technicians,310,$34930,$34230,$25560,$39610
10,10,Western New York Region, 29-2057,Ophthalmic Medical Technicians,n/a,$36320,$36210,$27850,$40550
10,10,Western New York Region, 29-2061,Licensed Practical and Licensed Vocational Nurses,5140,$40950,$39600,$33540,$44660
10,10,Western New York Region, 29-2071,Medical Records and Health Information Technicians,870,$43820,$41390,$30940,$50260
10,10,Western New York Region, 29-2081,"Opticians, Dispensing",450,$49360,$47940,$35800,$56140
10,10,Western New York Region, 29-2099,"Health Technologists and Technicians, All Other",380,$51380,$48250,$33930,$60100
10,10,Western New York Region, 29-9011,Occupational Health and Safety Specialists,270,$69790,$66130,$47570,$80910
10,10,Western New York Region, 29-9012,Occupational Health and Safety Technicians,n/a,$42420,$44230,$32950,$47150
10,10,Western New York Region, 29-9091,Athletic Trainers,150,$42830,$41690,$29510,$49490
10,10,Western New York Region, 31-0000,Healthcare Support Occupations,18400,$31540,$30020,$22930,$35840
10,10,Western New York Region, 31-1011,Home Health Aides,5070,$27060,$24870,$22170,$29510
10,10,Western New York Region, 31-1013,Psychiatric Aides,250,$41310,$43110,$32660,$45630
10,10,Western New York Region, 31-1014,Nursing Assistants,6640,$29680,$29360,$23520,$32760
10,10,Western New York Region, 31-1015,Orderlies,200,$24850,$21850,$20180,$27350
10,10,Western New York Region, 31-2011,Occupational Therapy Assistants,270,$45240,$45090,$36170,$49770
10,10,Western New York Region, 31-2012,Occupational Therapy Aides,50,$36810,$35620,$23050,$43680
10,10,Western New York Region, 31-2021,Physical Therapist Assistants,380,$46750,$46530,$37860,$51200
10,10,Western New York Region, 31-2022,Physical Therapist Aides,180,$31380,$30910,$25490,$34330
10,10,Western New York Region, 31-9011,Massage Therapists,n/a,$51320,$55040,$37970,$58000
10,10,Western New York Region, 31-9091,Dental Assistants,1120,$38180,$37970,$31210,$41670
10,10,Western New York Region, 31-9092,Medical Assistants,1910,$35050,$34460,$27540,$38810
10,10,Western New York Region, 31-9093,Medical Equipment Preparers,190,$34990,$34970,$27700,$38640
10,10,Western New York Region, 31-9094,Medical Transcriptionists,300,$37590,$37450,$33230,$39770
10,10,Western New York Region, 31-9095,Pharmacy Aides,140,$28670,$26540,$20180,$33110
10,10,Western New York Region, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,480,$27240,$27200,$21640,$30040
10,10,Western New York Region, 31-9097,Phlebotomists,390,$34100,$34140,$27000,$37640
10,10,Western New York Region, 31-9099,"Healthcare Support Workers, All Other",480,$35560,$33720,$23020,$41830
10,10,Western New York Region, 33-0000,Protective Service Occupations,17350,$47210,$38810,$21890,$59870
10,10,Western New York Region, 33-1011,First-Line Supervisors of Correctional Officers,210,$82700,$84670,$67580,$90260
10,10,Western New York Region, 33-1012,First-Line Supervisors of Police and Detectives,650,$89710,$85440,$68560,$100280
10,10,Western New York Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,320,$78970,$77950,$73290,$81810
10,10,Western New York Region, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",360,$44690,$40050,$28700,$52680
10,10,Western New York Region, 33-2011,Firefighters,880,$66740,$68300,$55120,$72540
10,10,Western New York Region, 33-2021,Fire Inspectors and Investigators,n/a,$61190,$62990,$42990,$70300
10,10,Western New York Region, 33-3011,Bailiffs,230,$48430,$41930,$28570,$58360
10,10,Western New York Region, 33-3012,Correctional Officers and Jailers,2340,$62570,$65580,$47280,$70210
10,10,Western New York Region, 33-3021,Detectives and Criminal Investigators,810,$84860,$82300,$59410,$97580
10,10,Western New York Region, 33-3041,Parking Enforcement Workers,n/a,$34890,$34990,$28760,$37950
10,10,Western New York Region, 33-3051,Police and Sheriff's Patrol Officers,2930,$63690,$65780,$42730,$74170
10,10,Western New York Region, 33-9011,Animal Control Workers,140,$31000,$30260,$24560,$34220
10,10,Western New York Region, 33-9021,Private Detectives and Investigators,n/a,$63840,$56700,$47740,$71900
10,10,Western New York Region, 33-9032,Security Guards,5900,$25590,$22850,$20180,$28420
