Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
IWD Region 10 (Cedar Rapids-Iowa City Area),49-0000,"Installation, Maintenance, and Repair Occupations",9670,Hourly wage,$22.82,$14.23,$27.11,$12.76,$16.56,$22.26,$28.58,$34.78
IWD Region 11 (Des Moines Area),49-0000,"Installation, Maintenance, and Repair Occupations",16920,Annual wage or salary,$45665.00,$28745.00,$54125.00,$25602.00,$32843.00,$43559.00,$57103.00,$70758.00
IWD Region 11 (Des Moines Area),49-0000,"Installation, Maintenance, and Repair Occupations",16920,Hourly wage,$21.95,$13.82,$26.02,$12.31,$15.79,$20.94,$27.45,$34.02
"Cedar Rapids, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",490,Annual wage or salary,$60690.00,$37188.00,$72440.00,$31892.00,$46507.00,$59614.00,$77425.00,$93245.00
"Cedar Rapids, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",490,Hourly wage,$29.18,$17.88,$34.83,$15.33,$22.36,$28.66,$37.22,$44.83
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",320,Annual wage or salary,$68038.00,$41016.00,$81549.00,$37149.00,$46702.00,$61937.00,$86194.00,$113721.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",320,Hourly wage,$32.71,$19.72,$39.21,$17.86,$22.45,$29.78,$41.44,$54.67
Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",4990,Annual wage or salary,$61806.00,$40597.00,$72410.00,$36865.00,$47584.00,$60695.00,$75175.00,$90304.00
Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",4990,Hourly wage,$29.71,$19.52,$34.81,$17.72,$22.88,$29.18,$36.14,$43.42
"Ames, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",140,Annual wage or salary,$54707.00,$38167.00,$62977.00,$35100.00,$42355.00,$54730.00,$66050.00,$77238.00
"Ames, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",140,Hourly wage,$26.30,$18.35,$30.28,$16.88,$20.36,$26.31,$31.75,$37.13
Southwest Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",240,Annual wage or salary,$60594.00,$40123.00,$70829.00,$36771.00,$46342.00,$59537.00,$73724.00,$88831.00
Southwest Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",240,Hourly wage,$29.13,$19.29,$34.05,$17.68,$22.28,$28.62,$35.44,$42.71
Southeast Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",680,Annual wage or salary,$63288.00,$44475.00,$72694.00,$38713.00,$51537.00,$61204.00,$77098.00,$93301.00
Southeast Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",680,Hourly wage,$30.43,$21.38,$34.95,$18.61,$24.78,$29.43,$37.07,$44.86
Northeast Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",340,Annual wage or salary,$57178.00,$33332.00,$69101.00,$31276.00,$40579.00,$58199.00,$73946.00,$86021.00
Northeast Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",340,Hourly wage,$27.49,$16.03,$33.22,$15.04,$19.51,$27.98,$35.55,$41.36
Northwest Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",630,Annual wage or salary,$59476.00,$39391.00,$69518.00,$36365.00,$46129.00,$61069.00,$73273.00,$79980.00
Northwest Iowa,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",630,Hourly wage,$28.59,$18.94,$33.42,$17.48,$22.18,$29.36,$35.23,$38.45
"Iowa City, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",230,Annual wage or salary,$60045.00,$42895.00,$68620.00,$39543.00,$47909.00,$59747.00,$72323.00,$80073.00
"Iowa City, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",230,Hourly wage,$28.87,$20.62,$32.99,$19.01,$23.03,$28.72,$34.77,$38.50
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",170,Annual wage or salary,$57667.00,$31498.00,$70751.00,$25426.00,$37720.00,$53747.00,$75295.00,$96156.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",170,Hourly wage,$27.72,$15.14,$34.02,$12.22,$18.13,$25.84,$36.20,$46.23
"Sioux City, IA-NE-SD Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",210,Annual wage or salary,$66084.00,$46837.00,$75708.00,$43671.00,$51278.00,$60193.00,$74419.00,$96810.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",210,Hourly wage,$31.77,$22.52,$36.40,$21.00,$24.65,$28.94,$35.78,$46.54
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",260,Annual wage or salary,$63764.00,$42784.00,$74253.00,$40714.00,$48313.00,$65421.00,$76986.00,$91050.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",260,Hourly wage,$30.66,$20.57,$35.70,$19.57,$23.23,$31.45,$37.01,$43.77
"Des Moines, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1060,Annual wage or salary,$64095.00,$44187.00,$74049.00,$39337.00,$50363.00,$63113.00,$76341.00,$91687.00
"Des Moines, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1060,Hourly wage,$30.81,$21.24,$35.60,$18.91,$24.21,$30.34,$36.70,$44.08
"Dubuque, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",150,Annual wage or salary,$55886.00,$40140.00,$63759.00,$36103.00,$45432.00,$56537.00,$64569.00,$75944.00
"Dubuque, IA Metropolitan Statistical Area",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",150,Hourly wage,$26.87,$19.30,$30.65,$17.36,$21.84,$27.18,$31.04,$36.51
IWD Region 3/4 (Spencer Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",340,Annual wage or salary,$59907.00,$40682.00,$69520.00,$35975.00,$46152.00,$60760.00,$73117.00,$80081.00
IWD Region 3/4 (Spencer Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",340,Hourly wage,$28.80,$19.56,$33.42,$17.30,$22.19,$29.21,$35.15,$38.50
IWD Region 05 (Ft Dodge-Webster City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",150,Annual wage or salary,$64518.00,$47900.00,$72828.00,$42915.00,$54148.00,$66421.00,$75288.00,$80896.00
IWD Region 05 (Ft Dodge-Webster City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",150,Hourly wage,$31.02,$23.03,$35.01,$20.63,$26.03,$31.93,$36.20,$38.89
IWD Region 07 (Waterloo Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",290,Annual wage or salary,$63466.00,$43115.00,$73642.00,$40459.00,$48712.00,$65056.00,$76497.00,$89469.00
IWD Region 07 (Waterloo Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",290,Hourly wage,$30.51,$20.73,$35.40,$19.45,$23.42,$31.28,$36.78,$43.01
IWD Region 08 (Carroll Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",100,Annual wage or salary,$59450.00,$40922.00,$68714.00,$31186.00,$49284.00,$58783.00,$70347.00,$81956.00
IWD Region 08 (Carroll Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",100,Hourly wage,$28.58,$19.67,$33.04,$14.99,$23.69,$28.26,$33.82,$39.40
IWD Region 09 (Davenport Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",540,Annual wage or salary,$65902.00,$42586.00,$77560.00,$37358.00,$49244.00,$61360.00,$80023.00,$105256.00
IWD Region 09 (Davenport Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",540,Hourly wage,$31.68,$20.47,$37.29,$17.96,$23.67,$29.50,$38.47,$50.60
IWD Region 06 (Marshalltown Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",80,Annual wage or salary,$60596.00,$37288.00,$72250.00,$34204.00,$43982.00,$58982.00,$77808.00,$93610.00
IWD Region 06 (Marshalltown Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",80,Hourly wage,$29.13,$17.93,$34.74,$16.44,$21.15,$28.36,$37.41,$45.00
IWD Region 01 (Dubuque-Decorah Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",250,Annual wage or salary,$56934.00,$40750.00,$65027.00,$36702.00,$46723.00,$57346.00,$66061.00,$77751.00
IWD Region 01 (Dubuque-Decorah Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",250,Hourly wage,$27.37,$19.59,$31.26,$17.65,$22.46,$27.57,$31.76,$37.38
IWD Region 02 (Mason City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",260,Annual wage or salary,$52776.00,$27758.00,$65285.00,$18584.00,$36493.00,$49856.00,$72353.00,$86814.00
IWD Region 02 (Mason City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",260,Hourly wage,$25.37,$13.35,$31.39,$8.93,$17.54,$23.97,$34.79,$41.74
IWD Region 15 (Ottumwa Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",120,Annual wage or salary,$53384.00,$36281.00,$61936.00,$33017.00,$42034.00,$52854.00,$62301.00,$77984.00
IWD Region 15 (Ottumwa Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",120,Hourly wage,$25.67,$17.44,$29.78,$15.87,$20.21,$25.41,$29.95,$37.49
IWD Region 14 (Creston Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",90,Annual wage or salary,$60584.00,$42049.00,$69852.00,$41213.00,$46707.00,$60960.00,$74073.00,$81952.00
IWD Region 14 (Creston Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",90,Hourly wage,$29.13,$20.22,$33.58,$19.81,$22.46,$29.31,$35.61,$39.40
IWD Region 16 (Burlington-Ft Madison Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",210,Annual wage or salary,$70001.00,$49815.00,$80093.00,$45270.00,$55821.00,$70138.00,$85748.00,$97505.00
IWD Region 07 (Waterloo Area),49-2098,Security and Fire Alarm Systems Installers,,Annual wage or salary,$40507.00,$29978.00,$45772.00,$27580.00,$31850.00,$40095.00,$48256.00,$56224.00
IWD Region 16 (Burlington-Ft Madison Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",210,Hourly wage,$33.65,$23.95,$38.51,$21.76,$26.84,$33.72,$41.22,$46.88
IWD Region 12 (Sioux City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",260,Annual wage or salary,$66622.00,$47459.00,$76203.00,$43958.00,$52026.00,$61889.00,$76700.00,$93748.00
IWD Region 12 (Sioux City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",260,Hourly wage,$32.03,$22.82,$36.64,$21.13,$25.01,$29.75,$36.88,$45.07
IWD Region 13 (Council Bluffs Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",210,Annual wage or salary,$58117.00,$33582.00,$70385.00,$27793.00,$40136.00,$54549.00,$74368.00,$95096.00
IWD Region 13 (Council Bluffs Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",210,Hourly wage,$27.94,$16.15,$33.84,$13.36,$19.30,$26.23,$35.75,$45.72
IWD Region 10 (Cedar Rapids-Iowa City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",740,Annual wage or salary,$60333.00,$38643.00,$71177.00,$36503.00,$46771.00,$59608.00,$74888.00,$89916.00
IWD Region 10 (Cedar Rapids-Iowa City Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",740,Hourly wage,$29.01,$18.58,$34.22,$17.55,$22.49,$28.66,$36.00,$43.23
IWD Region 11 (Des Moines Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1270,Annual wage or salary,$63057.00,$43483.00,$72844.00,$38713.00,$49643.00,$61890.00,$75247.00,$90119.00
IWD Region 11 (Des Moines Area),49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1270,Hourly wage,$30.32,$20.91,$35.02,$18.61,$23.87,$29.75,$36.18,$43.33
"Cedar Rapids, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",200,Annual wage or salary,$39359.00,$31115.00,$43480.00,$28536.00,$32447.00,$37307.00,$44634.00,$50495.00
"Cedar Rapids, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",200,Hourly wage,$18.92,$14.96,$20.90,$13.72,$15.60,$17.94,$21.46,$24.28
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",49-2011,"Computer, Automated Teller, and Office Machine Repairers",170,Annual wage or salary,$36318.00,$30444.00,$39255.00,$27986.00,$31963.00,$35780.00,$39478.00,$46698.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",49-2011,"Computer, Automated Teller, and Office Machine Repairers",170,Hourly wage,$17.46,$14.64,$18.87,$13.45,$15.37,$17.20,$18.98,$22.45
Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",1300,Annual wage or salary,$38938.00,$29152.00,$43831.00,$26612.00,$31940.00,$37429.00,$45351.00,$53519.00
Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",1300,Hourly wage,$18.72,$14.02,$21.07,$12.79,$15.36,$17.99,$21.80,$25.73
Southeast Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",160,Annual wage or salary,$43335.00,$30298.00,$49854.00,$27549.00,$32707.00,$40414.00,$49666.00,$68082.00
Southeast Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",160,Hourly wage,$20.83,$14.57,$23.97,$13.24,$15.72,$19.43,$23.88,$32.73
Northeast Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",40,Annual wage or salary,$35338.00,$25236.00,$40389.00,$22210.00,$25401.00,$35706.00,$40455.00,$49309.00
Northeast Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",40,Hourly wage,$16.99,$12.13,$19.42,$10.68,$12.21,$17.17,$19.45,$23.71
Northwest Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",40,Annual wage or salary,$33675.00,$25438.00,$37793.00,$23146.00,$27565.00,$33740.00,$38616.00,$43900.00
Northwest Iowa,49-2011,"Computer, Automated Teller, and Office Machine Repairers",40,Hourly wage,$16.19,$12.23,$18.17,$11.13,$13.25,$16.22,$18.57,$21.11
"Iowa City, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",40,Annual wage or salary,$33279.00,$25558.00,$37140.00,$22185.00,$29090.00,$34627.00,$38086.00,$41407.00
"Iowa City, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",40,Hourly wage,$16.00,$12.29,$17.86,$10.67,$13.99,$16.65,$18.31,$19.91
"Sioux City, IA-NE-SD Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",110,Annual wage or salary,$36184.00,$29756.00,$39398.00,$27004.00,$32116.00,$36141.00,$40220.00,$46865.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",110,Hourly wage,$17.40,$14.31,$18.94,$12.98,$15.44,$17.38,$19.34,$22.53
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",50,Annual wage or salary,$36298.00,$24087.00,$42404.00,$19218.00,$28604.00,$36069.00,$45298.00,$51112.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",50,Hourly wage,$17.45,$11.58,$20.39,$9.24,$13.75,$17.34,$21.78,$24.57
"Des Moines, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",410,Annual wage or salary,$39829.00,$29208.00,$45139.00,$26164.00,$32446.00,$38779.00,$47661.00,$55757.00
"Des Moines, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",410,Hourly wage,$19.15,$14.04,$21.70,$12.58,$15.60,$18.64,$22.91,$26.81
"Dubuque, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",50,Annual wage or salary,$41266.00,$28455.00,$47671.00,$24243.00,$33368.00,$42706.00,$47789.00,$50984.00
"Dubuque, IA Metropolitan Statistical Area",49-2011,"Computer, Automated Teller, and Office Machine Repairers",50,Hourly wage,$19.84,$13.68,$22.92,$11.66,$16.04,$20.53,$22.98,$24.51
IWD Region 3/4 (Spencer Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",30,Annual wage or salary,$35408.00,$28230.00,$38997.00,$27112.00,$29976.00,$34927.00,$38955.00,$43857.00
IWD Region 3/4 (Spencer Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",30,Hourly wage,$17.02,$13.57,$18.75,$13.03,$14.41,$16.79,$18.73,$21.09
IWD Region 07 (Waterloo Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",50,Annual wage or salary,$36298.00,$24087.00,$42404.00,$19218.00,$28604.00,$36069.00,$45298.00,$51112.00
IWD Region 07 (Waterloo Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",50,Hourly wage,$17.45,$11.58,$20.39,$9.24,$13.75,$17.34,$21.78,$24.57
IWD Region 09 (Davenport Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",180,Annual wage or salary,$37033.00,$30636.00,$40231.00,$28071.00,$32208.00,$36167.00,$40186.00,$48797.00
IWD Region 09 (Davenport Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",180,Hourly wage,$17.80,$14.73,$19.34,$13.50,$15.48,$17.39,$19.32,$23.46
IWD Region 01 (Dubuque-Decorah Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",70,Annual wage or salary,$40733.00,$29583.00,$46307.00,$24939.00,$33750.00,$41167.00,$47470.00,$52162.00
IWD Region 01 (Dubuque-Decorah Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",70,Hourly wage,$19.58,$14.22,$22.26,$11.99,$16.23,$19.79,$22.82,$25.08
IWD Region 02 (Mason City Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",,Annual wage or salary,$31717.00,$22775.00,$36188.00,$21498.00,$23360.00,$33262.00,$38991.00,$44703.00
IWD Region 02 (Mason City Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",,Hourly wage,$15.25,$10.95,$17.40,$10.34,$11.23,$15.99,$18.75,$21.49
IWD Region 16 (Burlington-Ft Madison Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",,Annual wage or salary,$43889.00,$29411.00,$51129.00,$27180.00,$31097.00,$39693.00,$49879.00,$72126.00
IWD Region 16 (Burlington-Ft Madison Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",,Hourly wage,$21.10,$14.14,$24.58,$13.07,$14.95,$19.08,$23.98,$34.68
IWD Region 12 (Sioux City Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",110,Annual wage or salary,$36184.00,$29756.00,$39398.00,$27004.00,$32116.00,$36141.00,$40220.00,$46865.00
IWD Region 12 (Sioux City Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",110,Hourly wage,$17.40,$14.31,$18.94,$12.98,$15.44,$17.38,$19.34,$22.53
IWD Region 10 (Cedar Rapids-Iowa City Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",230,Annual wage or salary,$38428.00,$30272.00,$42506.00,$27733.00,$32192.00,$36764.00,$43441.00,$49924.00
IWD Region 10 (Cedar Rapids-Iowa City Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",230,Hourly wage,$18.47,$14.55,$20.44,$13.33,$15.48,$17.68,$20.89,$24.00
IWD Region 11 (Des Moines Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",440,Annual wage or salary,$39891.00,$29242.00,$45216.00,$26297.00,$32413.00,$38798.00,$47800.00,$55978.00
IWD Region 11 (Des Moines Area),49-2011,"Computer, Automated Teller, and Office Machine Repairers",440,Hourly wage,$19.18,$14.06,$21.74,$12.64,$15.58,$18.65,$22.98,$26.91
Iowa,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs",70,Annual wage or salary,$48218.00,$44270.00,$50192.00,$40883.00,$43007.00,$46548.00,$50089.00,$60450.00
